Memory Length,500,
Trigger Level,2.000E-01,
Source,CH2,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-05,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,1.000E-06,
Firmware,V1.09,
Time,08-Jul-17  1:26,
Waveform Data,
1,
0,
0,
0,
0,
1,
0,
0,
-1,
0,
0,
-1,
1,
0,
0,
0,
0,
0,
0,
1,
0,
1,
0,
0,
2,
0,
0,
-1,
0,
1,
-1,
0,
0,
0,
1,
0,
1,
0,
0,
0,
0,
1,
0,
2,
1,
1,
0,
0,
0,
0,
-2,
1,
0,
1,
1,
0,
0,
1,
0,
0,
0,
1,
-1,
1,
0,
0,
-1,
1,
-1,
0,
1,
0,
0,
1,
0,
0,
0,
0,
1,
1,
0,
1,
0,
1,
-1,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
0,
1,
1,
0,
-1,
0,
-1,
0,
0,
0,
1,
1,
0,
0,
0,
0,
0,
0,
0,
0,
1,
0,
0,
-1,
0,
0,
1,
1,
-1,
1,
0,
0,
1,
0,
0,
0,
0,
0,
1,
0,
0,
1,
0,
1,
-1,
0,
0,
0,
0,
0,
1,
1,
0,
0,
-1,
-1,
0,
-1,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
-1,
1,
-1,
0,
0,
1,
0,
1,
0,
0,
0,
1,
0,
0,
1,
0,
1,
1,
0,
0,
0,
0,
0,
1,
-1,
0,
0,
1,
0,
0,
0,
0,
0,
-1,
1,
0,
0,
0,
0,
0,
2,
0,
-1,
0,
-1,
0,
-1,
0,
0,
0,
-1,
0,
0,
-1,
1,
0,
0,
0,
1,
0,
0,
0,
0,
2,
0,
0,
0,
1,
0,
0,
0,
0,
0,
1,
1,
0,
0,
0,
-1,
1,
0,
0,
0,
0,
1,
1,
0,
1,
0,
1,
-1,
1,
1,
0,
0,
0,
0,
-1,
0,
1,
0,
-1,
0,
-2,
0,
1,
0,
0,
0,
0,
0,
-1,
0,
0,
-1,
0,
0,
0,
0,
0,
-2,
0,
0,
0,
0,
1,
0,
1,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
1,
1,
-1,
0,
0,
1,
0,
0,
2,
-1,
0,
0,
1,
1,
0,
0,
-1,
0,
0,
0,
-1,
0,
1,
0,
0,
0,
0,
0,
0,
1,
0,
0,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
1,
-1,
-1,
1,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
-2,
-1,
0,
0,
0,
1,
0,
-1,
0,
-1,
-1,
0,
2,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
1,
0,
1,
-1,
1,
0,
0,
0,
-2,
-1,
0,
-1,
0,
1,
0,
0,
-1,
0,
0,
1,
0,
-1,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
0,
0,
-1,
0,
-1,
0,
0,
1,
0,
0,
0,
0,
0,
1,
0,
1,
0,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
1,
0,
1,
-1,
0,
0,
1,
0,
1,
1,
0,
-1,
-1,
0,
0,
-1,
0,
0,
0,
-1,
0,
0,
0,
0,
-2,
-1,
0,
0,
-1,
0,
0,
0,
0,
0,
0,
0,
-1,
0,
0,
1,
0,
-2,
0,
0,
0,
0,
0,
1,
0,
0,
0,
-1,
0,
0,
1,
0,
-1,
0,
0,
2,
0,
-1,
