# C1  C2   C3    C4    T
2.10 2.13 2.12 2.11 0.00
2.10 2.13 2.11 2.16 0.00
2.11 2.13 2.12 2.12 0.00
2.06 2.11 2.08 2.12 0.00
2.08 2.11 2.13 2.08 0.00
2.08 2.14 2.14 2.12 0.00
2.10 2.16 2.12 2.09 0.00
2.13 2.12 2.10 2.12 0.00
2.12 2.10 2.12 2.10 0.00
2.15 2.13 2.12 2.10 0.00
2.10 2.11 2.15 2.08 0.00
2.11 2.12 2.12 2.11 0.00
2.11 2.08 2.13 2.10 0.00
2.11 2.08 2.13 2.10 0.00
2.10 2.13 2.07 2.11 0.00
2.14 2.12 2.09 2.10 0.00
2.12 2.11 2.09 2.11 0.00
2.08 2.13 2.13 2.12 0.00
2.11 2.11 2.08 2.08 0.00
2.14 2.14 2.14 2.09 0.00
2.12 2.13 2.09 2.15 0.00
2.08 2.16 2.11 2.14 0.00
2.13 2.10 2.09 2.09 0.00
2.08 2.13 2.16 2.11 0.00
2.13 2.11 2.15 2.11 0.00
2.13 2.10 2.12 2.13 0.00
2.14 2.14 2.15 2.09 0.00
2.16 2.15 2.12 2.14 0.00
2.13 2.13 2.11 2.08 0.00
0.04 0.02 0.05 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00
