99
 2.537103e+02 2.560797e+02 3999999
 2.884998e+02 2.721602e+02 3506679
 3.243022e+02 2.833654e+02 3074200
 3.621042e+02 2.934617e+02 2695059
 4.002403e+02 2.987993e+02 2362677
 4.399650e+02 3.017281e+02 2071288
 4.805693e+02 2.991589e+02 1815836
 5.154689e+02 2.887722e+02 1591889
 5.467518e+02 2.764029e+02 1395561
 5.790756e+02 2.611861e+02 1223446
 6.051486e+02 2.432730e+02 1072559
 6.259983e+02 2.250882e+02 9.402803e+05
 6.441531e+02 2.059751e+02 8.243154e+05
 6.565831e+02 1.881144e+02 7.226526e+05
 6.705464e+02 1.712097e+02 6.335278e+05
 6.813657e+02 1.557128e+02 5.553948e+05
 6.894157e+02 1.403237e+02 4.868979e+05
 6.967719e+02 1.267248e+02 4.268488e+05
 7.009684e+02 1.162276e+02 3.742055e+05
 7.049394e+02 1.061273e+02 3.280547e+05
 7.110423e+02 9.675800e+01 2.875957e+05
 7.167156e+02 8.995488e+01 2.521264e+05
 7.197909e+02 8.440041e+01 2.210317e+05
 7.227729e+02 7.933000e+01 1.937718e+05
 7.256148e+02 7.531020e+01 1.698740e+05
 7.283343e+02 7.235673e+01 1.489234e+05
 7.309979e+02 6.992378e+01 1.305567e+05
 7.336110e+02 6.801952e+01 1.144551e+05
 7.386065e+02 6.687165e+01 1.003393e+05
 7.411377e+02 6.604508e+01 8.796448e+04
 7.461308e+02 6.541625e+01 7.711582e+04
 7.511069e+02 6.534239e+01 6.760513e+04
 7.535798e+02 6.561937e+01 5.926735e+04
 7.585561e+02 6.610729e+01 5.195790e+04
 7.610549e+02 6.637306e+01 4.554994e+04
 7.660819e+02 6.685384e+01 3.993228e+04
 7.735822e+02 6.874176e+01 3.500739e+04
 7.735793e+02 6.877439e+01 3.068997e+04
 7.837836e+02 7.031678e+01 2.690496e+04
 7.863131e+02 7.117740e+01 2.358673e+04
 7.914534e+02 7.227744e+01 2.067781e+04
 7.940071e+02 7.314470e+01 1.812759e+04
 8.017768e+02 7.511866e+01 1.589194e+04
 8.069580e+02 7.686859e+01 1.393196e+04
 8.122312e+02 7.801334e+01 1.221371e+04
 8.174773e+02 7.979510e+01 1.070738e+04
 8.226927e+02 8.222637e+01 9.386871e+03
 8.280018e+02 8.404950e+01 8.229168e+03
 8.332773e+02 8.653091e+01 7.214241e+03
 8.412800e+02 8.997902e+01 6.324503e+03
 8.465583e+02 9.317788e+01 5.544514e+03
 8.519352e+02 9.576000e+01 4.860683e+03
 8.600182e+02 1.000149e+02 4.261205e+03
 8.681651e+02 1.043428e+02 3.735708e+03
 8.761235e+02 1.107609e+02 3.274951e+03
 8.814802e+02 1.148778e+02 2.871067e+03
 8.865801e+02 1.210824e+02 2.516960e+03
 8.976673e+02 1.275125e+02 2.206550e+03
 9.030003e+02 1.325147e+02 1.934413e+03
 9.111296e+02 1.394260e+02 1.695838e+03
 9.223301e+02 1.469393e+02 1.486712e+03
 9.275013e+02 1.536062e+02 1.303340e+03
 9.354950e+02 1.623130e+02 1.142561e+03
 9.498687e+02 1.715708e+02 1.001693e+03
 9.578061e+02 1.813630e+02 8.781133e+02
 9.692180e+02 1.904645e+02 7.697948e+02
 9.799449e+02 2.035259e+02 6.748894e+02
 9.944373e+02 2.153042e+02 5.916683e+02
 1.005576e+03 2.274252e+02 5.186413e+02
 1.016195e+03 2.421494e+02 4.546755e+02
 1.034555e+03 2.549258e+02 3.986384e+02
 1.045649e+03 2.687470e+02 3.494569e+02
 1.063077e+03 2.871789e+02 3.063560e+02
 1.077999e+03 3.018830e+02 2.685608e+02
 1.095656e+03 3.213789e+02 2.354154e+02
 1.113942e+03 3.397750e+02 2.063834e+02
 1.131562e+03 3.613422e+02 1.809283e+02
 1.153333e+03 3.839536e+02 1.586327e+02
 1.175950e+03 4.055604e+02 1.390793e+02
 1.197867e+03 4.306758e+02 1.219105e+02
 1.220309e+03 4.557319e+02 1.068877e+02
 1.247058e+03 4.832410e+02 9.365350e+01
 1.273782e+03 5.127975e+02 8.214800e+01
 1.300402e+03 5.444949e+02 7.201360e+01
 1.336501e+03 5.680631e+02 6.313110e+01
 1.367221e+03 5.947884e+02 5.532170e+01
 1.408732e+03 6.244469e+02 4.846610e+01
 1.452424e+03 6.531668e+02 4.250470e+01
 1.504137e+03 6.945354e+02 3.725870e+01
 1.549518e+03 7.285085e+02 3.266840e+01
 1.589077e+03 7.786011e+02 2.861460e+01
 1.644011e+03 8.417987e+02 2.509740e+01
 1.691799e+03 9.109690e+02 2.199750e+01
 1.752273e+03 9.891025e+02 1.925530e+01
 1.822627e+03 1.084854e+03 1.687070e+01
 1.890935e+03 1.179213e+03 1.478420e+01
 1.968089e+03 1.282531e+03 1.299580e+01
 2.079782e+03 1.403552e+03 1.138620e+01
 2.177962e+03 1.546423e+03 9.955528e+00
