99
 125.33 13.418 4e+06
 128.37 12.545 3.5067e+06
 131.48 11.657 3.0742e+06
 133.29 10.961 2.6951e+06
 134.67 10.361 2.3627e+06
 136.04 10.009 2.0713e+06
 136.51 9.8548 1.8158e+06
 136.99 9.3433 1.5919e+06
 137.46 9.1085 1.3956e+06
 137.5 8.6001 1.2234e+06
 138.44 8.1168 1.0726e+06
 138.46 7.7641 9.4028e+05
 138.94 7.3074 8.2432e+05
 138.96 6.9122 7.2265e+05
 138.97 6.7133 6.3353e+05
 139.92 6.2205 5.5539e+05
 140.38 6.1195 4.869e+05
 140.41 5.5557 4.2685e+05
 140.41 5.4125 3.7421e+05
 140.41 5.3681 3.2805e+05
 140.88 5.3335 2.876e+05
 141.35 5.2916 2.5213e+05
 142.28 5.2607 2.2103e+05
 142.28 5.1895 1.9377e+05
 142.28 5.2227 1.6987e+05
 142.75 5.2691 1.4892e+05
 142.75 5.4042 1.3056e+05
 143.2 5.7741 1.1446e+05
 143.67 6.0334 1.0034e+05
 144.13 6.2918 87964
 144.6 6.4388 77116
 144.59 6.6741 67605
 145.54 6.8417 59267
 145.53 7.0753 51958
 145.98 7.6677 45550
 146.44 8.1503 39932
 147.39 8.4374 35007
 148.35 8.8408 30690
 148.3 9.6426 26905
 149.74 10.203 23587
 149.71 10.666 20678
 150.16 11.281 18128
 151.08 12.286 15892
 152.04 12.837 13932
 152.99 13.511 12214
 153.4 14.617 10707
 154.85 15.477 9386.9
 155.26 16.483 8229.2
 156.71 17.49 7214.2
 158.17 18.514 6324.5
 158.55 19.793 5544.5
 160.01 20.85 4860.7
 161.4 22.545 4261.2
 162.86 23.769 3735.7
 164.79 25.603 3275
 166.31 26.624 2871.1
 168.19 28.914 2517
 169.66 30.374 2206.6
 171.03 32.383 1934.4
 173.56 34.52 1695.8
 175.56 36.46 1486.7
 177.6 38.308 1303.3
 179.46 41.021 1142.6
 182.65 43.523 1001.7
 185.2 46.238 878.11
 187.8 48.881 769.79
 191.59 52.229 674.89
 194.15 55.334 591.67
 198.1 58.603 518.64
 201.26 62.402 454.68
 205.26 66.065 398.64
 209.15 70.34 349.46
 213.13 74.601 306.36
 217.86 79.273 268.56
 222.66 84.129 235.42
 226.71 89.055 206.38
 232.94 95.442 180.93
 238.73 101.25 158.63
 244.53 107.5 139.08
 251.34 114.19 121.91
 258.47 120.79 106.89
 265.48 128.31 93.654
 273.62 136.42 82.148
 281.96 144.92 72.014
 291.78 151.39 63.131
 302.82 158.89 55.322
 314.14 166.98 48.466
 327.35 175.29 42.505
 340.26 185.58 37.259
 355.57 195.7 32.668
 365.69 208.27 28.615
 379.73 223.66 25.097
 391.8 241 21.997
 404.24 259.03 19.255
 420.37 281.82 16.871
 436.61 303.5 14.784
 450.05 324.77 12.996
 472.74 351.17 11.386
 490.26 380.79 9.9555
