99
 8.117189e+01 5.045670e+00 3999999
 8.119409e+01 4.674935e+00 3506679
 8.202225e+01 4.325959e+00 3074200
 8.204631e+01 3.842795e+00 2695059
 8.232606e+01 3.657693e+00 2362677
 8.289282e+01 3.132413e+00 2071288
 8.290249e+01 2.864863e+00 1815836
 8.319938e+01 2.092509e+00 1591889
 8.321356e+01 1.421139e+00 1395561
 8.322302e+01 6.665950e-01 1223446
 8.350001e+01 2.149018e-01 1072559
 8.377580e+01 2.203159e-03 9.402803e+05
 8.377575e+01 -9.591320e-02 8.243154e+05
 8.377577e+01 -7.713554e-02 7.226526e+05
 8.405220e+01 6.014831e-02 6.335278e+05
 8.405184e+01 2.531676e-01 5.553948e+05
 8.377497e+01 3.726035e-01 4.868979e+05
 8.405081e+01 4.875783e-01 4.268488e+05
 8.432788e+01 5.325389e-01 3.742055e+05
 8.432717e+01 6.352277e-01 3.280547e+05
 8.432740e+01 6.038755e-01 2.875957e+05
 8.460543e+01 6.351828e-01 2.521264e+05
 8.460523e+01 6.608837e-01 2.210317e+05
 8.460505e+01 6.834159e-01 1.937718e+05
 8.460489e+01 7.031700e-01 1.698740e+05
 8.460474e+01 7.204884e-01 1.489234e+05
 8.460461e+01 7.356711e-01 1.305567e+05
 8.488365e+01 7.514529e-01 1.144551e+05
 8.488294e+01 8.282651e-01 1.003393e+05
 8.488145e+01 9.687362e-01 8.796448e+04
 8.488057e+01 1.042837e+00 7.711582e+04
 8.487964e+01 1.115827e+00 6.760513e+04
 8.515961e+01 1.126447e+00 5.926735e+04
 8.543961e+01 1.201798e+00 5.195790e+04
 8.543954e+01 1.207147e+00 4.554994e+04
 8.543852e+01 1.277368e+00 3.993228e+04
 8.572038e+01 1.285708e+00 3.500739e+04
 8.571931e+01 1.355071e+00 3.068997e+04
 8.600103e+01 1.428685e+00 2.690496e+04
 8.599986e+01 1.497435e+00 2.358673e+04
 8.599614e+01 1.697758e+00 2.067781e+04
 8.599339e+01 1.831816e+00 1.812759e+04
 8.627564e+01 1.905918e+00 1.589194e+04
 8.627412e+01 1.973741e+00 1.393196e+04
 8.655720e+01 2.048097e+00 1.221371e+04
 8.655557e+01 2.115758e+00 1.070738e+04
 8.655390e+01 2.183262e+00 9.386871e+03
 8.711884e+01 2.465967e+00 8.229168e+03
 8.711291e+01 2.667283e+00 7.214241e+03
 8.710869e+01 2.801666e+00 6.324503e+03
 8.739390e+01 2.878607e+00 5.544514e+03
 8.767297e+01 3.157683e+00 4.860683e+03
 8.824230e+01 3.449812e+00 4.261205e+03
 8.823688e+01 3.585623e+00 3.735708e+03
 8.823126e+01 3.721371e+00 3.274951e+03
 8.850425e+01 4.141332e+00 2.871067e+03
 8.907942e+01 4.373995e+00 2.516960e+03
 8.906197e+01 4.715847e+00 2.206550e+03
 8.934089e+01 5.005763e+00 1.934413e+03
 8.960740e+01 5.503662e+00 1.695838e+03
 8.988569e+01 5.797797e+00 1.486712e+03
 9.044231e+01 6.391347e+00 1.303340e+03
 9.101478e+01 6.782823e+00 1.142561e+03
 9.096578e+01 7.411048e+00 1.001693e+03
 9.183980e+01 7.837019e+00 8.781133e+02
 9.209284e+01 8.428205e+00 7.697948e+02
 9.262669e+01 9.265804e+00 6.748894e+02
 9.285827e+01 1.000895e+01 5.916683e+02
 9.370018e+01 1.082740e+01 5.186413e+02
 9.392326e+01 1.158391e+01 4.546755e+02
 9.475396e+01 1.249887e+01 3.986384e+02
 9.527072e+01 1.338578e+01 3.494569e+02
 9.605499e+01 1.462481e+01 3.063560e+02
 9.716430e+01 1.586305e+01 2.685608e+02
 9.796465e+01 1.699825e+01 2.354154e+02
 9.867691e+01 1.860703e+01 2.063834e+02
 9.976222e+01 2.000289e+01 1.809283e+02
 1.007793e+02 2.173910e+01 1.586327e+02
 1.021560e+02 2.343409e+01 1.390793e+02
 1.027954e+02 2.524661e+01 1.219105e+02
 1.044401e+02 2.735584e+01 1.068877e+02
 1.057128e+02 2.951660e+01 9.365350e+01
 1.065463e+02 3.187469e+01 8.214800e+01
 1.084393e+02 3.453646e+01 7.201360e+01
 1.099938e+02 3.708706e+01 6.313110e+01
 1.118419e+02 4.001760e+01 5.532170e+01
 1.137436e+02 4.287640e+01 4.846610e+01
 1.161620e+02 4.562933e+01 4.250470e+01
 1.181042e+02 4.860224e+01 3.725870e+01
 1.215526e+02 5.144444e+01 3.266840e+01
 1.235928e+02 5.558072e+01 2.861460e+01
 1.268358e+02 5.939467e+01 2.509740e+01
 1.294552e+02 6.367571e+01 2.199750e+01
 1.325043e+02 6.836136e+01 1.925530e+01
 1.361173e+02 7.437492e+01 1.687070e+01
 1.392048e+02 8.055984e+01 1.478420e+01
 1.423147e+02 8.694052e+01 1.299580e+01
 1.476722e+02 9.430772e+01 1.138620e+01
 1.509377e+02 1.021985e+02 9.955528e+00
