Memory Length,500,
Trigger Level,2.000E-01,
Source,CH2,
Vertical Units,V,
Vertical Scale,2.000E+00,
Vertical Position,0.000E+00,
Horizontal Units,s,
Horizontal Scale,2.500E-05,
Horizontal Position,0.000E+00,
Horizontal Mode,Main,
Sampling Period,1.000E-06,
Firmware,V1.09,
Time,08-Jul-17  1:39,
Waveform Data,
56,
55,
55,
55,
56,
56,
55,
55,
56,
55,
56,
57,
56,
56,
55,
56,
56,
56,
56,
55,
55,
54,
55,
56,
56,
55,
56,
55,
55,
56,
56,
56,
53,
56,
55,
56,
55,
56,
54,
56,
54,
56,
54,
55,
55,
55,
54,
56,
56,
55,
56,
54,
54,
56,
56,
56,
56,
54,
57,
57,
54,
54,
56,
54,
54,
55,
55,
55,
56,
54,
55,
54,
55,
56,
56,
57,
54,
56,
55,
56,
56,
56,
56,
56,
54,
56,
54,
55,
55,
56,
55,
56,
54,
56,
55,
55,
54,
56,
54,
55,
54,
54,
56,
55,
54,
56,
57,
55,
56,
56,
54,
56,
57,
56,
56,
55,
54,
55,
56,
55,
56,
55,
56,
56,
55,
56,
55,
55,
54,
56,
56,
56,
54,
56,
55,
54,
56,
54,
54,
56,
54,
56,
53,
56,
56,
57,
58,
54,
54,
57,
56,
54,
53,
55,
56,
54,
56,
55,
55,
55,
55,
56,
56,
54,
55,
55,
54,
56,
55,
55,
56,
56,
55,
54,
55,
55,
57,
55,
56,
56,
56,
56,
56,
55,
54,
55,
55,
55,
56,
54,
54,
55,
55,
55,
54,
55,
55,
56,
57,
55,
56,
54,
56,
55,
54,
54,
54,
55,
56,
55,
54,
55,
56,
56,
56,
55,
54,
54,
56,
54,
56,
55,
54,
54,
54,
56,
56,
55,
55,
56,
56,
54,
53,
54,
55,
54,
56,
55,
56,
55,
56,
54,
56,
55,
55,
55,
55,
55,
55,
56,
54,
56,
56,
55,
56,
55,
56,
55,
55,
54,
55,
56,
56,
56,
57,
55,
54,
56,
56,
55,
56,
54,
54,
56,
54,
56,
57,
55,
56,
56,
54,
57,
56,
55,
56,
54,
56,
56,
55,
56,
55,
56,
56,
56,
54,
54,
54,
55,
56,
55,
55,
55,
56,
54,
56,
56,
56,
54,
55,
54,
55,
56,
56,
56,
55,
55,
55,
55,
54,
56,
55,
56,
54,
55,
56,
55,
54,
57,
54,
56,
54,
56,
56,
54,
56,
57,
55,
56,
54,
55,
55,
55,
56,
56,
55,
55,
55,
56,
55,
56,
56,
56,
55,
56,
54,
56,
56,
54,
55,
55,
55,
56,
55,
56,
56,
55,
55,
56,
57,
53,
56,
54,
57,
57,
56,
56,
56,
55,
56,
55,
55,
56,
55,
54,
55,
56,
55,
56,
54,
55,
54,
55,
55,
56,
55,
57,
56,
56,
54,
56,
56,
56,
55,
56,
56,
56,
54,
55,
56,
53,
57,
55,
56,
54,
56,
57,
55,
55,
55,
55,
56,
56,
56,
54,
55,
53,
55,
53,
55,
55,
55,
54,
56,
56,
54,
56,
56,
53,
54,
54,
55,
56,
56,
55,
56,
56,
54,
55,
55,
54,
56,
55,
56,
54,
54,
56,
56,
55,
55,
56,
54,
56,
55,
54,
55,
54,
56,
56,
55,
56,
56,
54,
54,
55,
55,
56,
55,
55,
55,
56,
56,
56,
56,
54,
56,
54,
55,
54,
55,
54,
55,
54,
56,
56,
56,
54,
55,
55,
54,
54,
